wall_ms,raw_message
946686501418,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686501418,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686501456,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686501506,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686501518,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686501556,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686501606,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686501606,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686501656,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686501706,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686501706,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686501756,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686501818,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686501818,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686501856,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686501906,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686501906,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686501956,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686502006,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686502006,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686502056,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686502106,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686502118,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686502156,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686502206,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686502206,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686502256,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686502306,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686502306,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686502356,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686502406,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686502406,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686502456,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686502506,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686502506,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686502556,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686502618,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686502619,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686502656,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686502706,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686502718,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686502756,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686502816,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686502816,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686502856,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686502906,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686502906,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686502956,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686503017,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686503017,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686503056,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686503106,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686503106,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686503156,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686503218,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686503218,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686503256,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686503317,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686503318,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686503356,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686503417,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686503417,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686503456,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686503506,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686503518,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686503556,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686503606,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686503606,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686503656,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686503706,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686503706,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686503756,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686503806,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686503819,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686503856,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686503906,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686503906,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686503956,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686504018,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686504018,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686504056,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686504118,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686504118,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686504156,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686504218,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686504219,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686504256,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686504319,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686504320,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686504356,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686504420,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686504420,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686504456,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686504506,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686504518,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686504556,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686504606,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686504606,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686504656,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686504706,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686504717,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686504756,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686504806,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686504806,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686504856,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686504906,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686504906,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686504956,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686505006,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686505006,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686505056,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686505106,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686505106,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686505156,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686505206,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686505206,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686505256,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686505318,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686505318,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686505356,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686505418,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686505418,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686505456,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686505506,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686505518,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686505556,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686505606,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686505607,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686505656,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686505706,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686505706,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686505756,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686505806,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686505806,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686505856,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686505906,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686505918,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686505956,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686506018,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686506018,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686506056,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686506106,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686506106,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686506156,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686506206,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686506217,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686506256,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686506306,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686506306,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686506356,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686506406,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686506406,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686506456,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686506517,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686506517,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686506556,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686506606,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686506606,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686506656,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686506706,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686506706,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686506756,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686506806,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686506806,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686506856,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686506906,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686506906,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686506956,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686507006,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686507006,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686507056,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686507106,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686507106,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686507156,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686507206,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686507206,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686507256,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686507306,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686507306,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686507356,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686507406,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686507406,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686507456,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686507506,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686507506,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686507556,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686507618,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686507618,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686507656,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686507706,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686507706,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686507756,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686507806,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686507806,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686507856,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686507906,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686507906,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686507956,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686508006,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686508006,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686508056,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686508106,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686508106,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686508156,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686508206,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686508206,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686508256,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686508306,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686508306,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686508356,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686508406,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686508406,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686508456,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686508506,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
