wall_ms,raw_message
946686442406,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686442406,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686442456,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686442506,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686442519,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686442556,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686442606,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686442606,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686442656,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686442706,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686442718,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686442756,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686442806,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686442806,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686442856,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686442906,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686442918,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686442956,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686443006,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686443006,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686443056,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686443106,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686443106,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686443156,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686443206,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686443206,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686443256,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686443306,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686443320,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686443356,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686443406,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686443406,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686443456,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686443506,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686443506,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686443556,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686443606,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686443606,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686443656,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686443706,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686443718,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686443756,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686443806,"type=xy,x_or_task=0,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 00 00 00 00 00 B0,reason=normal"
946686443806,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686443856,"type=xy,x_or_task=0,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 00 00 00 00 00 B0,reason=normal"
946686443906,"type=xy,x_or_task=0,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 00 00 00 00 00 B0,reason=normal"
946686443918,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686443956,"type=xy,x_or_task=0,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 00 00 00 00 00 B0,reason=normal"
946686444006,"type=xy,x_or_task=0,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 00 00 00 00 00 B0,reason=normal"
946686444006,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686444056,"type=xy,x_or_task=0,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 00 00 00 00 00 B0,reason=normal"
946686444106,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686444106,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686444156,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686444206,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686444206,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686444256,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686444306,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686444306,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686444356,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686444406,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686444416,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686444456,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686444506,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686444517,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686444556,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686444606,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686444606,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686444656,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686444706,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686444718,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686444756,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686444817,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686444817,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686444856,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686444918,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686444918,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686444956,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686445006,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686445006,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686445056,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686445106,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686445118,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686445156,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686445206,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686445206,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686445256,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686445306,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686445318,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686445356,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686445418,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686445418,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686445456,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686445506,"type=xy,x_or_task=0,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 00 00 00 00 00 B0,reason=normal"
946686445518,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686445556,"type=xy,x_or_task=0,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 00 00 00 00 00 B0,reason=normal"
946686445606,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686445606,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686445656,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686445706,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686445706,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686445756,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686445806,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686445806,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686445856,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686445906,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686445906,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686445956,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686446006,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686446006,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686446056,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686446106,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686446116,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686446156,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686446206,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686446206,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686446256,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686446306,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686446306,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686446356,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686446406,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686446417,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686446456,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686446506,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686446506,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686446556,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686446606,"type=xy,x_or_task=0,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 00 00 00 00 00 B0,reason=normal"
946686446606,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686446656,"type=xy,x_or_task=0,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 00 00 00 00 00 B0,reason=normal"
946686446706,"type=xy,x_or_task=0,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 00 00 00 00 00 B0,reason=normal"
946686446706,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686446756,"type=xy,x_or_task=0,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 00 00 00 00 00 B0,reason=normal"
946686446806,"type=xy,x_or_task=0,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 00 00 00 00 00 B0,reason=normal"
946686446806,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686446856,"type=xy,x_or_task=0,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 00 00 00 00 00 B0,reason=normal"
946686446906,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686446906,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686446956,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686447006,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686447006,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686447056,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686447106,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686447106,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686447156,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686447206,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686447206,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686447256,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686447306,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686447306,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686447356,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686447406,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686447406,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686447456,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686447506,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686447518,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686447556,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686447606,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686447606,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686447656,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686447706,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686447720,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686447756,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686447806,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686447806,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686447856,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686447906,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686447906,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686447956,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686448006,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686448006,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686448056,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686448106,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686448106,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686448156,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686448218,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686448218,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686448256,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686448306,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686448306,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686448356,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686448406,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686448406,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686448456,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686448518,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686448518,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686448556,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686448606,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686448606,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686448656,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686448706,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686448718,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686448756,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686448806,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686448806,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686448856,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686448916,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686448916,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686448956,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686449006,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686449006,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686449056,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686449106,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686449106,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686449156,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686449206,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686449206,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686449256,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686449306,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686449306,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686449356,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
946686449416,"type=xy,x_or_task=0,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 00 00 00 00 00 B0,reason=normal"
946686449416,"type=mission,x_or_task=1,y_or_landing=1,yaw=0,hex=AA FF 02 02 01 01 AF,reason=normal"
946686449456,"type=xy,x_or_task=0,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 00 00 00 00 00 B0,reason=normal"
946686449506,"type=xy,x_or_task=1,y_or_landing=0,yaw=0,hex=AA FF 01 06 00 01 00 00 00 00 B1,reason=normal"
