wall_ms,stamp_sec,event,lidar_hz,imu_hz,odom_hz,lidar_points,lidar_scan_ms,imu_dt_sec,imu_max_gap_sec,imu_acc_norm,imu_gyro_norm_dps,odom_x,odom_y,odom_z,odom_yaw_deg,odom_dt_sec,odom_step_xy,odom_speed_mps,odom_yaw_rate_dps,relative_x,relative_y,relative_yaw_deg,relative_dist,localization_valid,cause
946686404335,946686401.981914997,odom,,,,,,,,,,0.007423,0.013058,0.004936,0.031068,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,lidar missing
946686404401,946686403.481869698,odom,,,,,,,,,,0.005509,0.008526,0.004222,0.024026,1.499955,0.004920,0.003280,0.004694,-0.000000,0.000000,0.000000,0.000000,0,lidar missing
946686404463,946686403.581927419,odom,,,,,,,,,,0.006214,0.012137,0.004148,0.024557,0.100058,0.003680,0.036776,0.005307,0.001916,-0.004531,-0.007041,0.004920,0,relative pose invalid or blocked
946686404515,946686403.681976795,odom,,,,,,,,,,0.006091,0.013366,0.005170,0.018638,0.100049,0.001235,0.012346,0.059162,0.001210,-0.000920,-0.006510,0.001520,0,relative pose invalid or blocked
946686404565,946686403.782033920,odom,,,,,,,,,,0.004554,0.012074,0.005639,0.027768,0.100057,0.002007,0.020062,0.091245,0.001332,0.000309,-0.012430,0.001368,0,relative pose invalid or blocked
946686404677,946686403.881998539,odom,,,,,,,,,,0.006974,0.010024,0.006400,0.002633,0.099965,0.003171,0.031725,0.251442,0.002869,-0.000982,-0.003300,0.003033,0,relative pose invalid or blocked
946686404774,946686403.981981516,odom,,,,,,,,,,0.006757,0.010301,0.003663,0.022715,0.099983,0.000352,0.003521,0.200858,0.000451,-0.003034,-0.028435,0.003067,0,relative pose invalid or blocked
946686404821,946686404.080990791,odom,,,,,,,,,,0.008415,0.009756,0.003161,0.015160,0.099009,0.001746,0.017632,0.076309,0.000668,-0.002757,-0.008353,0.002837,0,relative pose invalid or blocked
946686404877,946686404.186870813,odom,,,,,,,,,,0.010218,0.011597,0.005393,0.004293,0.105880,0.002577,0.024340,0.102627,-0.000990,-0.003303,-0.015908,0.003448,0,relative pose invalid or blocked
946686404899,946686404.281921506,odom,,,,,,,,,,0.017715,0.015239,0.006288,0.220950,0.095051,0.008335,0.087689,2.279379,-0.002794,-0.001462,-0.026774,0.003154,0,relative pose invalid or blocked
946686404975,946686404.382883787,odom,,,,,,,,,,0.011505,0.014139,0.007013,0.021639,0.100962,0.006307,0.062466,1.974119,-0.010293,0.002176,0.189882,0.010521,0,relative pose invalid or blocked
946686405028,946686404.481920481,odom,,,,,,,,,,0.009084,0.013835,0.006267,0.049005,0.099037,0.002440,0.024641,0.276328,-0.004083,0.001079,-0.009429,0.004223,0,relative pose invalid or blocked
946686405084,946686404.582025170,odom,,,,,,,,,,0.008498,0.014678,0.004393,0.016774,0.100105,0.001026,0.010254,0.321975,-0.001661,0.000776,0.017938,0.001834,0,relative pose invalid or blocked
946686405141,946686404.681871653,odom,,,,,,,,,,0.008876,0.011784,0.003124,0.043812,0.099846,0.002919,0.029234,0.270800,-0.001076,0.001620,-0.014294,0.001944,0,relative pose invalid or blocked
946686405197,946686404.782035351,odom,,,,,,,,,,0.008503,0.013376,0.004914,0.043035,0.100164,0.001635,0.016326,0.007766,-0.001452,-0.001275,0.012745,0.001932,0,relative pose invalid or blocked
946686405259,946686404.882050514,odom,,,,,,,,,,0.008538,0.012415,0.005553,0.024671,0.100015,0.000962,0.009619,0.183612,-0.001080,0.000317,0.011967,0.001126,0,relative pose invalid or blocked
946686405318,946686404.981943965,odom,,,,,,,,,,0.011123,0.010356,0.005941,-0.004766,0.099893,0.003305,0.033083,0.294681,-0.001114,-0.000644,-0.006397,0.001287,0,relative pose invalid or blocked
946686405334,0.000000000,summary,9.188,189.277,15.620,19680,100.467,0.006,0.012,1.003,0.814,0.011123,0.010356,0.005941,-0.004766,0,0.008335,0.087689,2.279379,-0.003698,-0.002705,-0.035834,0.004582,0,relative pose invalid or blocked
946686405370,946686405.081908464,odom,,,,,,,,,,0.010150,0.010861,0.004507,0.018104,0.099964,0.001097,0.010972,0.228782,-0.003698,-0.002705,-0.035834,0.004582,0,relative pose invalid or blocked
946686405429,946686405.181981564,odom,,,,,,,,,,0.010407,0.012373,0.004295,0.023174,0.100073,0.001533,0.015322,0.050658,-0.002725,-0.002198,-0.012964,0.003501,0,relative pose invalid or blocked
946686405486,946686405.281912684,odom,,,,,,,,,,0.011103,0.014168,0.004071,0.029010,0.099931,0.001925,0.019267,0.058408,-0.002984,-0.000687,-0.007894,0.003062,0,relative pose invalid or blocked
946686405542,946686405.381980062,odom,,,,,,,,,,0.010087,0.013517,0.004104,0.023854,0.100067,0.001207,0.012059,0.051526,-0.003680,0.001108,-0.002057,0.003844,0,relative pose invalid or blocked
946686405597,946686405.482071042,odom,,,,,,,,,,0.011232,0.014489,0.003799,0.030726,0.100091,0.001502,0.015005,0.068650,-0.002664,0.000457,-0.007213,0.002703,0,relative pose invalid or blocked
946686405653,946686405.581928968,odom,,,,,,,,,,0.009767,0.015326,0.005666,0.037145,0.099858,0.001686,0.016887,0.064288,-0.003809,0.001429,-0.000342,0.004069,0,relative pose invalid or blocked
946686405754,946686405.681856990,odom,,,,,,,,,,0.010430,0.013908,0.004129,0.024732,0.099928,0.001565,0.015657,0.124221,-0.002346,0.002266,0.006078,0.003262,0,relative pose invalid or blocked
946686405871,946686405.782013416,odom,,,,,,,,,,0.012791,0.013102,0.005688,0.010658,0.100156,0.002496,0.024916,0.140517,-0.003007,0.000849,-0.006336,0.003125,0,relative pose invalid or blocked
946686405958,946686405.881748080,odom,,,,,,,,,,0.009939,0.012563,0.006254,0.033107,0.099735,0.002902,0.029102,0.225082,-0.005369,0.000041,-0.020409,0.005369,0,relative pose invalid or blocked
946686406057,946686405.981901169,odom,,,,,,,,,,0.010751,0.013470,0.006614,0.023218,0.100153,0.001217,0.012152,0.098736,-0.002516,-0.000496,0.002039,0.002565,0,relative pose invalid or blocked
946686406156,946686406.081178665,odom,,,,,,,,,,0.010050,0.013655,0.005973,0.060869,0.099277,0.000724,0.007297,0.379252,-0.003328,0.000411,-0.007849,0.003353,0,relative pose invalid or blocked
946686406269,946686406.182047844,odom,,,,,,,,,,0.010571,0.013573,0.004306,0.032344,0.100869,0.000527,0.005228,0.282795,-0.002627,0.000596,0.029802,0.002694,0,relative pose invalid or blocked
946686406334,0.000000000,summary,10.003,200.062,12.004,19872,99.281,0.006,0.006,0.997,0.739,0.010571,0.013573,0.004306,0.032344,0,0.002902,0.029102,0.379252,-0.003148,0.000514,0.001276,0.003190,0,relative pose invalid or blocked
946686406357,946686406.281898975,odom,,,,,,,,,,0.010577,0.012452,0.003542,0.027369,0.099851,0.001121,0.011227,0.049826,-0.003148,0.000514,0.001276,0.003190,0,relative pose invalid or blocked
946686406455,946686406.381925106,odom,,,,,,,,,,0.010470,0.011514,0.002122,0.006772,0.100026,0.000945,0.009444,0.205916,-0.003153,-0.000607,-0.003699,0.003211,1,OK
946686406558,946686406.481954455,odom,,,,,,,,,,0.010926,0.011700,0.002555,0.033359,0.100029,0.000493,0.004926,0.265792,-0.003046,-0.001546,-0.024296,0.003416,1,OK
946686406666,946686406.581863880,odom,,,,,,,,,,0.013040,0.012166,0.003835,0.043561,0.099909,0.002165,0.021671,0.102112,-0.003502,-0.001360,0.002291,0.003757,1,OK
946686406773,946686406.682027221,odom,,,,,,,,,,0.011931,0.013640,0.005134,0.005147,0.100163,0.001844,0.018413,0.383510,-0.005617,-0.000895,0.012493,0.005687,1,OK
946686406859,946686406.781942725,odom,,,,,,,,,,0.012020,0.013292,0.006079,-0.031412,0.099916,0.000359,0.003596,0.365906,-0.004508,0.000579,-0.025920,0.004545,1,OK
946686406956,946686406.882023811,odom,,,,,,,,,,0.011639,0.013985,0.004805,0.025476,0.100081,0.000791,0.007900,0.568427,-0.004597,0.000231,-0.062480,0.004603,1,OK
946686407061,946686406.981727004,odom,,,,,,,,,,0.010399,0.014109,0.005032,0.008389,0.099703,0.001246,0.012496,0.171379,-0.004216,0.000924,-0.005591,0.004317,1,OK
946686407160,946686407.081965804,odom,,,,,,,,,,0.009943,0.014038,0.004479,0.037512,0.100239,0.000462,0.004606,0.290529,-0.002977,0.001049,-0.022678,0.003156,1,OK
946686407257,946686407.182055593,odom,,,,,,,,,,0.009760,0.014646,0.003362,0.049917,0.100090,0.000635,0.006344,0.123939,-0.002521,0.000979,0.006444,0.002704,1,OK
946686407334,0.000000000,summary,10.006,200.118,10.006,19968,100.235,0.006,0.006,1.007,0.663,0.009760,0.014646,0.003362,0.049917,0,0.002165,0.021671,0.568427,-0.002338,0.001587,0.018849,0.002826,1,OK
946686407363,946686407.282036781,odom,,,,,,,,,,0.010181,0.015074,0.004361,0.026273,0.099981,0.000600,0.006000,0.236479,-0.002338,0.001587,0.018849,0.002826,1,OK
946686407458,946686407.382900715,odom,,,,,,,,,,0.010401,0.013305,0.003399,0.022929,0.100864,0.001782,0.017666,0.033153,-0.002759,0.002014,-0.004794,0.003416,1,OK
946686407561,946686407.481891990,odom,,,,,,,,,,0.010473,0.012892,0.003523,0.047224,0.098991,0.000420,0.004239,0.245421,-0.002978,0.000246,-0.008138,0.002988,1,OK
946686407661,946686407.581987619,odom,,,,,,,,,,0.011186,0.012638,0.003725,0.032084,0.100096,0.000757,0.007566,0.151250,-0.003050,-0.000168,0.016156,0.003054,1,OK
946686407762,946686407.681926727,odom,,,,,,,,,,0.012028,0.014189,0.002994,0.023143,0.099939,0.001764,0.017653,0.089463,-0.003763,-0.000422,0.001017,0.003787,1,OK
946686407862,946686407.781792283,odom,,,,,,,,,,0.011507,0.012142,0.003066,0.001871,0.099866,0.002112,0.021153,0.213014,-0.004605,0.001129,-0.007924,0.004742,1,OK
946686407965,946686407.881998062,odom,,,,,,,,,,0.012215,0.012157,0.003530,0.014015,0.100206,0.000708,0.007067,0.121196,-0.004084,-0.000918,-0.029197,0.004186,1,OK
946686408065,946686407.981872439,odom,,,,,,,,,,0.012654,0.012267,0.003401,-0.003467,0.099874,0.000453,0.004531,0.175038,-0.004792,-0.000904,-0.017052,0.004876,1,OK
946686408162,946686408.082062960,odom,,,,,,,,,,0.013296,0.012593,0.004291,-0.008795,0.100191,0.000720,0.007190,0.053187,-0.005231,-0.000794,-0.034534,0.005291,1,OK
946686408267,946686408.181983948,odom,,,,,,,,,,0.013151,0.013046,0.003400,0.034160,0.099921,0.000476,0.004765,0.429894,-0.005873,-0.000468,-0.039863,0.005892,1,OK
946686408333,0.000000000,summary,10.011,200.214,10.011,19968,100.216,0.006,0.006,1.000,0.570,0.013151,0.013046,0.003400,0.034160,0,0.002112,0.021153,0.429894,-0.005728,-0.000015,0.003092,0.005728,1,OK
946686408362,946686408.281956792,odom,,,,,,,,,,0.011790,0.014190,0.003352,0.011647,0.099973,0.001777,0.017776,0.225196,-0.005728,-0.000015,0.003092,0.005728,1,OK
946686408465,946686408.381906033,odom,,,,,,,,,,0.011442,0.015212,0.004381,0.044012,0.099949,0.001080,0.010804,0.323824,-0.004368,0.001129,-0.019421,0.004512,1,OK
946686408562,946686408.481968284,odom,,,,,,,,,,0.011885,0.015495,0.006511,0.053239,0.100062,0.000525,0.005248,0.092210,-0.004021,0.002152,0.012945,0.004560,1,OK
946686408663,946686408.581822991,odom,,,,,,,,,,0.011636,0.015071,0.006676,0.036829,0.099855,0.000492,0.004922,0.164339,-0.004463,0.002435,0.022172,0.005084,1,OK
946686408765,946686408.681798577,odom,,,,,,,,,,0.011950,0.015357,0.006532,0.000787,0.099976,0.000424,0.004242,0.360506,-0.004215,0.002011,0.005762,0.004670,1,OK
946686408868,946686408.781740665,odom,,,,,,,,,,0.012279,0.016233,0.005219,0.059070,0.099942,0.000936,0.009368,0.583160,-0.004528,0.002296,-0.030280,0.005077,1,OK
946686408973,946686408.882005811,odom,,,,,,,,,,0.012445,0.015777,0.004917,0.015032,0.100265,0.000485,0.004841,0.439209,-0.004858,0.003173,0.028002,0.005802,1,OK
946686409062,946686408.982041240,odom,,,,,,,,,,0.013739,0.014546,0.003598,0.008923,0.100035,0.001786,0.017854,0.061069,-0.005023,0.002716,-0.016035,0.005711,1,OK
946686409162,946686409.081977844,odom,,,,,,,,,,0.014850,0.014681,0.002972,0.027283,0.099937,0.001119,0.011196,0.183712,-0.006317,0.001485,-0.022144,0.006489,1,OK
946686409260,946686409.181963086,odom,,,,,,,,,,0.013260,0.014869,0.003624,0.010439,0.099985,0.001601,0.016015,0.168461,-0.007428,0.001619,-0.003785,0.007602,1,OK
946686409333,0.000000000,summary,10.004,200.083,10.004,20064,100.331,0.006,0.006,1.008,0.663,0.013260,0.014869,0.003624,0.010439,0,0.001786,0.017854,0.583160,-0.005838,0.001807,-0.020628,0.006111,1,OK
946686409365,946686409.282053590,odom,,,,,,,,,,0.011817,0.014908,0.003003,0.015717,0.100091,0.001443,0.014421,0.052731,-0.005838,0.001807,-0.020628,0.006111,1,OK
946686409470,946686409.381728530,odom,,,,,,,,,,0.013495,0.013805,0.003458,-0.001834,0.099675,0.002008,0.020146,0.176082,-0.004395,0.001848,-0.015351,0.004767,1,OK
946686409570,946686409.481972575,odom,,,,,,,,,,0.013555,0.013000,0.002062,0.021527,0.100244,0.000808,0.008058,0.233040,-0.006072,0.000744,-0.032902,0.006117,1,OK
946686409664,946686409.581957817,odom,,,,,,,,,,0.011948,0.012973,0.002856,0.033280,0.099985,0.001607,0.016074,0.117542,-0.006132,-0.000062,-0.009541,0.006132,1,OK
946686409765,946686409.681942225,odom,,,,,,,,,,0.010131,0.014210,0.004351,0.039971,0.099984,0.002197,0.021977,0.066928,-0.004525,-0.000088,0.002212,0.004525,1,OK
946686409866,946686409.781889319,odom,,,,,,,,,,0.011024,0.014246,0.003563,0.009807,0.099947,0.000893,0.008938,0.301807,-0.002709,0.001150,0.008904,0.002943,1,OK
946686409961,946686409.881843686,odom,,,,,,,,,,0.012971,0.013637,0.002598,0.025213,0.099954,0.002040,0.020411,0.154131,-0.003601,0.001186,-0.021261,0.003792,1,OK
946686410065,946686409.981997371,odom,,,,,,,,,,0.014094,0.013113,0.005194,-0.006602,0.100154,0.001240,0.012376,0.317663,-0.005548,0.000576,-0.005855,0.005578,1,OK
946686410163,946686410.081964016,odom,,,,,,,,,,0.013178,0.013332,0.005899,0.007330,0.099967,0.000942,0.009423,0.139372,-0.006671,0.000051,-0.037670,0.006671,1,OK
946686410265,946686410.181955338,odom,,,,,,,,,,0.013365,0.012566,0.005345,0.019224,0.099991,0.000788,0.007883,0.118951,-0.005755,0.000270,-0.023738,0.005761,1,OK
946686410333,0.000000000,summary,10.003,200.064,10.003,20064,100.269,0.006,0.006,0.992,0.645,0.013365,0.012566,0.005345,0.019224,0,0.002197,0.021977,0.317663,-0.005942,-0.000495,-0.011843,0.005963,1,OK
946686410367,946686410.281983852,odom,,,,,,,,,,0.011860,0.012178,0.004860,0.030075,0.100029,0.001555,0.015543,0.108476,-0.005942,-0.000495,-0.011843,0.005963,1,OK
946686410470,946686410.382040262,odom,,,,,,,,,,0.011889,0.013431,0.005433,0.014265,0.100056,0.001254,0.012530,0.158012,-0.004436,-0.000883,-0.000993,0.004523,1,OK
946686410566,946686410.481902719,odom,,,,,,,,,,0.012361,0.013357,0.006562,-0.004375,0.099862,0.000478,0.004787,0.186654,-0.004466,0.000371,-0.016803,0.004481,1,OK
946686410673,946686410.582012415,odom,,,,,,,,,,0.013970,0.011752,0.003864,0.008398,0.100110,0.002273,0.022702,0.127587,-0.004938,0.000296,-0.035443,0.004947,1,OK
946686410762,946686410.681761384,odom,,,,,,,,,,0.013848,0.012752,0.002622,-0.000827,0.099749,0.001008,0.010101,0.092476,-0.006546,-0.001310,-0.022670,0.006676,1,OK
946686410865,946686410.781725407,odom,,,,,,,,,,0.013481,0.014129,0.002973,0.019599,0.099964,0.001425,0.014255,0.204333,-0.006425,-0.000310,-0.031894,0.006433,1,OK
946686410957,946686410.882016897,odom,,,,,,,,,,0.014009,0.013210,0.002383,0.018183,0.100291,0.001059,0.010562,0.014122,-0.006058,0.001067,-0.011468,0.006151,1,OK
946686411069,946686410.981924653,odom,,,,,,,,,,0.013912,0.013552,0.002492,0.031199,0.099908,0.000355,0.003550,0.130284,-0.006586,0.000149,-0.012885,0.006588,1,OK
946686411163,946686411.081956506,odom,,,,,,,,,,0.013829,0.015258,0.003342,0.011055,0.100032,0.001708,0.017074,0.201376,-0.006490,0.000490,0.000132,0.006508,1,OK
946686411263,946686411.182027221,odom,,,,,,,,,,0.014452,0.012616,0.003708,-0.009689,0.100071,0.002715,0.027126,0.207294,-0.006407,0.002196,-0.020012,0.006773,1,OK
946686411333,0.000000000,summary,10.004,200.082,10.004,19968,100.115,0.006,0.006,1.004,0.859,0.014452,0.012616,0.003708,-0.009689,0,0.002715,0.027126,0.207294,-0.007028,-0.000446,-0.040756,0.007043,1,OK
946686411369,946686411.281903625,odom,,,,,,,,,,0.012831,0.012191,0.004777,0.025337,0.099876,0.001675,0.016770,0.350689,-0.007028,-0.000446,-0.040756,0.007043,1,OK
946686411459,946686411.381921291,odom,,,,,,,,,,0.012201,0.011010,0.004498,0.024390,0.100018,0.001339,0.013388,0.009471,-0.005408,-0.000870,-0.005731,0.005477,1,OK
946686411570,946686411.482000351,odom,,,,,,,,,,0.011377,0.011752,0.004184,0.024658,0.100079,0.001108,0.011076,0.002684,-0.004777,-0.002051,-0.006678,0.005198,1,OK
946686411662,946686411.581674457,odom,,,,,,,,,,0.011152,0.012433,0.004674,0.010125,0.099674,0.000718,0.007199,0.145808,-0.003953,-0.001308,-0.006410,0.004164,1,OK
946686411762,946686411.681865692,odom,,,,,,,,,,0.014509,0.012951,0.004929,0.017471,0.100191,0.003397,0.033905,0.073319,-0.003729,-0.000627,-0.020943,0.003781,1,OK
946686411861,946686411.781990767,odom,,,,,,,,,,0.014885,0.012238,0.005158,0.011818,0.100125,0.000806,0.008050,0.056457,-0.007086,-0.000111,-0.013597,0.007087,1,OK
946686411969,946686411.882006288,odom,,,,,,,,,,0.016154,0.012919,0.003968,-0.003195,0.100016,0.001440,0.014396,0.150104,-0.007462,-0.000824,-0.019250,0.007507,1,OK
946686412067,946686411.981922388,odom,,,,,,,,,,0.014856,0.014032,0.003672,0.018261,0.099916,0.001709,0.017108,0.214734,-0.008731,-0.000144,-0.034262,0.008732,1,OK
946686412164,946686412.082040906,odom,,,,,,,,,,0.013173,0.012839,0.003214,-0.015776,0.100119,0.002063,0.020604,0.339962,-0.007434,0.000970,-0.012807,0.007497,1,OK
946686412271,946686412.181941867,odom,,,,,,,,,,0.014852,0.011810,0.003581,0.000127,0.099901,0.001969,0.019714,0.159185,-0.005750,-0.000222,-0.046843,0.005754,1,OK
946686412333,0.000000000,summary,10.004,200.088,10.004,20064,100.392,0.006,0.006,0.991,0.609,0.014852,0.011810,0.003581,0.000127,0,0.003397,0.033905,0.350689,-0.007428,-0.001252,-0.030941,0.007533,1,OK
946686412362,946686412.282085538,odom,,,,,,,,,,0.014711,0.011788,0.004664,0.010262,0.100144,0.000143,0.001426,0.101210,-0.007428,-0.001252,-0.030941,0.007533,1,OK
946686412465,946686412.382043123,odom,,,,,,,,,,0.011979,0.013876,0.004221,0.048186,0.099958,0.003439,0.034401,0.379395,-0.007287,-0.001274,-0.020805,0.007398,1,OK
946686412563,946686412.481977820,odom,,,,,,,,,,0.012100,0.015770,0.003461,0.017694,0.099935,0.001898,0.018991,0.305118,-0.004557,0.000816,0.017118,0.004629,1,OK
946686412662,946686412.581935883,odom,,,,,,,,,,0.012048,0.015095,0.002534,0.001962,0.099958,0.000677,0.006775,0.157388,-0.004678,0.002710,-0.013374,0.005406,1,OK
946686412768,946686412.681972384,odom,,,,,,,,,,0.013006,0.014353,0.003146,0.026348,0.100037,0.001211,0.012110,0.243777,-0.004626,0.002035,-0.029106,0.005054,1,OK
946686412862,946686412.781962514,odom,,,,,,,,,,0.013319,0.015270,0.004365,0.049705,0.099990,0.000969,0.009688,0.233592,-0.005584,0.001292,-0.004719,0.005731,1,OK
946686412964,946686412.881939173,odom,,,,,,,,,,0.013926,0.014371,0.004894,0.004413,0.099977,0.001084,0.010845,0.453033,-0.005897,0.002209,0.018638,0.006297,1,OK
946686413068,946686412.981980801,odom,,,,,,,,,,0.013218,0.013538,0.005022,-0.004898,0.100042,0.001094,0.010932,0.093068,-0.006503,0.001310,-0.026655,0.006634,1,OK
946686413163,946686413.082101703,odom,,,,,,,,,,0.013054,0.013116,0.004737,0.021267,0.100121,0.000453,0.004520,0.261335,-0.005795,0.000477,-0.035966,0.005815,1,OK
946686413260,946686413.182082772,odom,,,,,,,,,,0.012995,0.013843,0.004076,-0.008851,0.099981,0.000730,0.007300,0.301242,-0.005632,0.000055,-0.009801,0.005632,1,OK
946686413333,0.000000000,summary,10.002,200.041,10.002,19968,99.535,0.006,0.006,0.997,0.740,0.012995,0.013843,0.004076,-0.008851,0,0.003439,0.034401,0.453033,-0.005573,0.000782,-0.039919,0.005627,1,OK
946686413363,946686413.282043338,odom,,,,,,,,,,0.012073,0.013713,0.003738,0.011941,0.099961,0.000931,0.009315,0.208010,-0.005573,0.000782,-0.039919,0.005627,1,OK
946686413465,946686413.381990552,odom,,,,,,,,,,0.013475,0.012749,0.003663,-0.002715,0.099947,0.001702,0.017027,0.146639,-0.004651,0.000652,-0.019126,0.004696,1,OK
946686413563,946686413.481917977,odom,,,,,,,,,,0.013844,0.011745,0.003543,-0.008007,0.099927,0.001069,0.010699,0.052961,-0.006052,-0.000313,-0.033783,0.006060,1,OK
946686413667,946686413.581977367,odom,,,,,,,,,,0.014127,0.011220,0.003962,-0.001704,0.100059,0.000597,0.005966,0.062991,-0.006421,-0.001316,-0.039075,0.006554,1,OK
946686413761,946686413.681987166,odom,,,,,,,,,,0.014386,0.011297,0.003817,0.031072,0.100010,0.000270,0.002700,0.327731,-0.006704,-0.001842,-0.032772,0.006952,1,OK
946686413868,946686413.781928182,odom,,,,,,,,,,0.015125,0.011461,0.003917,0.008423,0.099941,0.000756,0.007568,0.226624,-0.006962,-0.001765,0.000004,0.007183,1,OK
946686413962,946686413.882001638,odom,,,,,,,,,,0.017256,0.013827,0.004177,0.002855,0.100073,0.003184,0.031821,0.055643,-0.007701,-0.001601,-0.022645,0.007866,1,OK
946686414065,946686413.981908321,odom,,,,,,,,,,0.015693,0.014033,0.003691,0.011222,0.099907,0.001576,0.015779,0.083749,-0.009833,0.000763,-0.028213,0.009863,1,OK
946686414170,946686414.082120538,odom,,,,,,,,,,0.014643,0.013792,0.002667,0.031354,0.100212,0.001077,0.010749,0.200897,-0.008271,0.000971,-0.019846,0.008327,1,OK
946686414273,946686414.182089210,odom,,,,,,,,,,0.013767,0.013470,0.002585,0.025363,0.099969,0.000933,0.009336,0.059934,-0.007221,0.000730,0.000286,0.007257,1,OK
946686414333,0.000000000,summary,10.004,200.078,10.004,19968,100.205,0.006,0.006,1.006,0.609,0.013767,0.013470,0.002585,0.025363,0,0.003184,0.031821,0.327731,-0.006345,0.000408,-0.005705,0.006358,1,OK
946686414361,946686414.282025576,odom,,,,,,,,,,0.014012,0.013605,0.003801,-0.005801,0.099936,0.000279,0.002796,0.311832,-0.006345,0.000408,-0.005705,0.006358,1,OK
946686414467,946686414.382099152,odom,,,,,,,,,,0.014582,0.013747,0.004781,0.027909,0.100074,0.000587,0.005870,0.336847,-0.006589,0.000544,-0.036868,0.006611,1,OK
946686414566,946686414.482026696,odom,,,,,,,,,,0.015818,0.013220,0.004367,-0.000482,0.099928,0.001344,0.013454,0.284113,-0.007159,0.000685,-0.003159,0.007192,1,OK
946686414663,946686414.582099557,odom,,,,,,,,,,0.015959,0.012911,0.004747,-0.003720,0.100073,0.000339,0.003392,0.032353,-0.008395,0.000157,-0.031550,0.008397,1,OK
946686414763,946686414.681946278,odom,,,,,,,,,,0.015714,0.012803,0.003363,0.009690,0.099847,0.000268,0.002688,0.134303,-0.008536,-0.000151,-0.034787,0.008537,1,OK
946686414864,946686414.782004595,odom,,,,,,,,,,0.014198,0.014094,0.003342,0.047418,0.100058,0.001991,0.019900,0.377058,-0.008291,-0.000260,-0.021378,0.008295,1,OK
946686414966,946686414.882035971,odom,,,,,,,,,,0.014507,0.014008,0.003180,0.003983,0.100031,0.000321,0.003211,0.434215,-0.006776,0.001032,0.016350,0.006854,1,OK
946686415067,946686414.982127309,odom,,,,,,,,,,0.016046,0.014236,0.004297,0.001291,0.100091,0.001556,0.015542,0.026894,-0.007085,0.000946,-0.027085,0.007148,1,OK
946686415166,946686415.082067013,odom,,,,,,,,,,0.017757,0.013039,0.004126,0.007711,0.099940,0.002088,0.020895,0.064240,-0.008624,0.001174,-0.029777,0.008703,1,OK
946686415269,946686415.182107091,odom,,,,,,,,,,0.016691,0.012603,0.003503,-0.000572,0.100040,0.001152,0.011515,0.082791,-0.010334,-0.000025,-0.023357,0.010334,1,OK
946686415333,0.000000000,summary,10.004,200.074,10.004,19968,99.434,0.006,0.006,0.993,0.663,0.016691,0.012603,0.003503,-0.000572,0,0.002088,0.020895,0.434215,-0.009268,-0.000460,-0.031639,0.009279,1,OK
946686415366,946686415.281715870,odom,,,,,,,,,,0.015026,0.012994,0.003627,0.009383,0.099609,0.001711,0.017174,0.099932,-0.009268,-0.000460,-0.031639,0.009279,1,OK
946686415466,946686415.382027745,odom,,,,,,,,,,0.013652,0.013701,0.003851,0.015765,0.100312,0.001544,0.015396,0.063621,-0.007603,-0.000068,-0.021685,0.007603,1,OK
946686415562,946686415.482037902,odom,,,,,,,,,,0.013997,0.012975,0.002959,0.009945,0.100010,0.000803,0.008033,0.058188,-0.006230,0.000639,-0.015303,0.006262,1,OK
946686415662,946686415.581971049,odom,,,,,,,,,,0.015737,0.013827,0.004174,0.031464,0.099933,0.001937,0.019382,0.215334,-0.006574,-0.000087,-0.021122,0.006574,1,OK
946686415760,946686415.682019711,odom,,,,,,,,,,0.015998,0.014031,0.004364,0.002809,0.100049,0.000331,0.003313,0.286410,-0.008314,0.000764,0.000397,0.008349,1,OK
946686415867,946686415.781953812,odom,,,,,,,,,,0.016444,0.014219,0.005323,0.018555,0.099934,0.000484,0.004848,0.157566,-0.008575,0.000968,-0.028258,0.008630,1,OK
946686415965,946686415.881982565,odom,,,,,,,,,,0.016348,0.014044,0.004245,0.033445,0.100029,0.000199,0.001991,0.148857,-0.009022,0.001156,-0.012512,0.009096,1,OK
946686416066,946686415.982128263,odom,,,,,,,,,,0.015518,0.012226,0.004653,-0.018319,0.100146,0.001999,0.019959,0.516890,-0.008926,0.000981,0.002378,0.008979,1,OK
946686416169,946686416.081397653,odom,,,,,,,,,,0.016038,0.011254,0.004642,-0.013391,0.099269,0.001102,0.011104,0.049641,-0.008095,-0.000836,-0.049387,0.008138,1,OK
946686416264,946686416.181740999,odom,,,,,,,,,,0.017633,0.011138,0.003443,0.004403,0.100343,0.001599,0.015933,0.177328,-0.008614,-0.001809,-0.044459,0.008802,1,OK
946686416333,0.000000000,summary,10.002,200.047,10.002,19968,99.440,0.006,0.006,1.006,0.621,0.017633,0.011138,0.003443,0.004403,0,0.001999,0.019959,0.516890,-0.010209,-0.001925,-0.026665,0.010389,1,OK
946686416365,946686416.282029033,odom,,,,,,,,,,0.018481,0.011574,0.003119,0.013928,0.100288,0.000953,0.009506,0.094979,-0.010209,-0.001925,-0.026665,0.010389,1,OK
946686416463,946686416.381965876,odom,,,,,,,,,,0.015685,0.013102,0.004600,-0.002878,0.099937,0.003186,0.031881,0.168161,-0.011057,-0.001491,-0.017140,0.011157,1,OK
